parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label
AllenCCF-Annotation-2020-78,AllenCCF-Ontology-2017-78,AllenCCF-Ontology-2017-SUBS,73,1094082,1.0940820000000002,#CCCCCC,204,204,204,middle cerebellar peduncle,mcp,substructure,4,807,AllenCCF-Ontology-2017-752
AllenCCF-Annotation-2020-1123,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1110,722522,0.7225220000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1123,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1110,722522,0.7225220000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1123,AllenCCF-Ontology-2017-960,AllenCCF-Ontology-2017-DIVI,1110,722522,0.7225220000000001,#CCCCCC,204,204,204,cerebellum related fiber tracts,cbf,division,2,15,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1123,AllenCCF-Ontology-2017-752,AllenCCF-Ontology-2017-STRU,1110,722522,0.7225220000000001,#CCCCCC,204,204,204,cerebellar peduncles,cbp,structure,3,346,AllenCCF-Ontology-2017-960
AllenCCF-Annotation-2020-1123,AllenCCF-Ontology-2017-1123,AllenCCF-Ontology-2017-SUBS,1110,722522,0.7225220000000001,#CCCCCC,204,204,204,inferior cerebellar peduncle,icp,substructure,4,808,AllenCCF-Ontology-2017-752
AllenCCF-Annotation-2020-553,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,543,146176,0.14617600000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-553,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,543,146176,0.14617600000000003,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-553,AllenCCF-Ontology-2017-960,AllenCCF-Ontology-2017-DIVI,543,146176,0.14617600000000003,#CCCCCC,204,204,204,cerebellum related fiber tracts,cbf,division,2,15,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-553,AllenCCF-Ontology-2017-752,AllenCCF-Ontology-2017-STRU,543,146176,0.14617600000000003,#CCCCCC,204,204,204,cerebellar peduncles,cbp,structure,3,346,AllenCCF-Ontology-2017-960
AllenCCF-Annotation-2020-553,AllenCCF-Ontology-2017-1123,AllenCCF-Ontology-2017-SUBS,543,146176,0.14617600000000003,#CCCCCC,204,204,204,inferior cerebellar peduncle,icp,substructure,4,808,AllenCCF-Ontology-2017-752
AllenCCF-Annotation-2020-728,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,718,6920358,6.920358000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-728,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,718,6920358,6.920358000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-728,AllenCCF-Ontology-2017-960,AllenCCF-Ontology-2017-DIVI,718,6920358,6.920358000000001,#CCCCCC,204,204,204,cerebellum related fiber tracts,cbf,division,2,15,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-728,AllenCCF-Ontology-2017-728,AllenCCF-Ontology-2017-STRU,718,6920358,6.920358000000001,#CCCCCC,204,204,204,arbor vitae,arb,structure,3,347,AllenCCF-Ontology-2017-960
AllenCCF-Annotation-2020-484682512,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1280,1962230,1.9622300000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-484682512,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1280,1962230,1.9622300000000004,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-484682512,AllenCCF-Ontology-2017-484682512,AllenCCF-Ontology-2017-DIVI,1280,1962230,1.9622300000000004,#CCCCCC,204,204,204,supra-callosal cerebral white matter,scwm,division,2,16,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-956,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,946,856816,0.8568160000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-956,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,946,856816,0.8568160000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-956,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,946,856816,0.8568160000000001,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-956,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,946,856816,0.8568160000000001,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-956,AllenCCF-Ontology-2017-956,AllenCCF-Ontology-2017-SUBS,946,856816,0.8568160000000001,#CCCCCC,204,204,204,"corpus callosum, anterior forceps",fa,substructure,4,812,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-579,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,569,1040268,1.0402680000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-579,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,569,1040268,1.0402680000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-579,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,569,1040268,1.0402680000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-579,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,569,1040268,1.0402680000000002,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-579,AllenCCF-Ontology-2017-956,AllenCCF-Ontology-2017-SUBS,569,1040268,1.0402680000000002,#CCCCCC,204,204,204,"corpus callosum, anterior forceps",fa,substructure,4,812,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-964,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,954,93338,0.09333800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-964,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,954,93338,0.09333800000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-964,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,954,93338,0.09333800000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-964,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,954,93338,0.09333800000000002,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-964,AllenCCF-Ontology-2017-964,AllenCCF-Ontology-2017-SUBS,954,93338,0.09333800000000002,#CCCCCC,204,204,204,"corpus callosum, extreme capsule",ee,substructure,4,813,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-1108,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1097,829366,0.8293660000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1108,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1097,829366,0.8293660000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1108,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,1097,829366,0.8293660000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1108,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,1097,829366,0.8293660000000002,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-1108,AllenCCF-Ontology-2017-1108,AllenCCF-Ontology-2017-SUBS,1097,829366,0.8293660000000002,#CCCCCC,204,204,204,genu of corpus callosum,ccg,substructure,4,814,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-971,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,961,1618374,1.6183740000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-971,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,961,1618374,1.6183740000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-971,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,961,1618374,1.6183740000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-971,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,961,1618374,1.6183740000000002,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-971,AllenCCF-Ontology-2017-971,AllenCCF-Ontology-2017-SUBS,961,1618374,1.6183740000000002,#CCCCCC,204,204,204,"corpus callosum, posterior forceps",fp,substructure,4,815,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-484682516,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1281,3105462,3.1054620000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-484682516,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1281,3105462,3.1054620000000006,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-484682516,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,1281,3105462,3.1054620000000006,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-484682516,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,1281,3105462,3.1054620000000006,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-484682516,AllenCCF-Ontology-2017-484682516,AllenCCF-Ontology-2017-SUBS,1281,3105462,3.1054620000000006,#CCCCCC,204,204,204,"corpus callosum, body",ccb,substructure,4,817,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-986,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,976,943028,0.9430280000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-986,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,976,943028,0.9430280000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-986,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,976,943028,0.9430280000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-986,AllenCCF-Ontology-2017-776,AllenCCF-Ontology-2017-STRU,976,943028,0.9430280000000002,#CCCCCC,204,204,204,corpus callosum,cc,structure,3,349,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-986,AllenCCF-Ontology-2017-986,AllenCCF-Ontology-2017-SUBS,976,943028,0.9430280000000002,#CCCCCC,204,204,204,"corpus callosum, splenium",ccs,substructure,4,818,AllenCCF-Ontology-2017-776
AllenCCF-Annotation-2020-784,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,774,84216,0.08421600000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-784,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,774,84216,0.08421600000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-784,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,774,84216,0.08421600000000001,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-784,AllenCCF-Ontology-2017-784,AllenCCF-Ontology-2017-STRU,774,84216,0.08421600000000001,#CCCCCC,204,204,204,corticospinal tract,cst,structure,3,350,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-6,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,5,2375138,2.375138,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-6,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,5,2375138,2.375138,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-6,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,5,2375138,2.375138,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-6,AllenCCF-Ontology-2017-784,AllenCCF-Ontology-2017-STRU,5,2375138,2.375138,#CCCCCC,204,204,204,corticospinal tract,cst,structure,3,350,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-6,AllenCCF-Ontology-2017-6,AllenCCF-Ontology-2017-SUBS,5,2375138,2.375138,#CCCCCC,204,204,204,internal capsule,int,substructure,4,820,AllenCCF-Ontology-2017-784
AllenCCF-Annotation-2020-924,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,914,885724,0.8857240000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-924,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,914,885724,0.8857240000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-924,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,914,885724,0.8857240000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-924,AllenCCF-Ontology-2017-784,AllenCCF-Ontology-2017-STRU,914,885724,0.8857240000000002,#CCCCCC,204,204,204,corticospinal tract,cst,structure,3,350,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-924,AllenCCF-Ontology-2017-924,AllenCCF-Ontology-2017-SUBS,914,885724,0.8857240000000002,#CCCCCC,204,204,204,cerebal peduncle,cpd,substructure,4,821,AllenCCF-Ontology-2017-784
AllenCCF-Annotation-2020-190,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,183,560730,0.5607300000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-190,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,183,560730,0.5607300000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-190,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,183,560730,0.5607300000000001,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-190,AllenCCF-Ontology-2017-784,AllenCCF-Ontology-2017-STRU,183,560730,0.5607300000000001,#CCCCCC,204,204,204,corticospinal tract,cst,structure,3,350,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-190,AllenCCF-Ontology-2017-190,AllenCCF-Ontology-2017-SUBS,183,560730,0.5607300000000001,#CCCCCC,204,204,204,pyramid,py,substructure,4,826,AllenCCF-Ontology-2017-784
AllenCCF-Annotation-2020-198,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,191,67350,0.06735000000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-198,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,191,67350,0.06735000000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-198,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,191,67350,0.06735000000000001,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-198,AllenCCF-Ontology-2017-784,AllenCCF-Ontology-2017-STRU,191,67350,0.06735000000000001,#CCCCCC,204,204,204,corticospinal tract,cst,structure,3,350,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-198,AllenCCF-Ontology-2017-198,AllenCCF-Ontology-2017-SUBS,191,67350,0.06735000000000001,#CCCCCC,204,204,204,pyramidal decussation,pyd,substructure,4,827,AllenCCF-Ontology-2017-784
AllenCCF-Annotation-2020-1092,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1081,119044,0.11904400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1092,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1081,119044,0.11904400000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1092,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,1081,119044,0.11904400000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1092,AllenCCF-Ontology-2017-896,AllenCCF-Ontology-2017-STRU,1081,119044,0.11904400000000002,#CCCCCC,204,204,204,thalamus related,lfbst,structure,3,351,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-1092,AllenCCF-Ontology-2017-1092,AllenCCF-Ontology-2017-SUBS,1081,119044,0.11904400000000002,#CCCCCC,204,204,204,external medullary lamina of the thalamus,em,substructure,4,830,AllenCCF-Ontology-2017-896
AllenCCF-Annotation-2020-484682520,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1282,212552,0.21255200000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-484682520,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1282,212552,0.21255200000000005,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-484682520,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,1282,212552,0.21255200000000005,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-484682520,AllenCCF-Ontology-2017-896,AllenCCF-Ontology-2017-STRU,1282,212552,0.21255200000000005,#CCCCCC,204,204,204,thalamus related,lfbst,structure,3,351,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-484682520,AllenCCF-Ontology-2017-484682520,AllenCCF-Ontology-2017-SUBS,1282,212552,0.21255200000000005,#CCCCCC,204,204,204,optic radiation,or,substructure,4,834,AllenCCF-Ontology-2017-896
AllenCCF-Annotation-2020-484682524,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1283,115864,0.11586400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-484682524,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1283,115864,0.11586400000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-484682524,AllenCCF-Ontology-2017-983,AllenCCF-Ontology-2017-DIVI,1283,115864,0.11586400000000002,#CCCCCC,204,204,204,lateral forebrain bundle system,lfbs,division,2,17,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-484682524,AllenCCF-Ontology-2017-896,AllenCCF-Ontology-2017-STRU,1283,115864,0.11586400000000002,#CCCCCC,204,204,204,thalamus related,lfbst,structure,3,351,AllenCCF-Ontology-2017-983
AllenCCF-Annotation-2020-484682524,AllenCCF-Ontology-2017-484682524,AllenCCF-Ontology-2017-SUBS,1283,115864,0.11586400000000002,#CCCCCC,204,204,204,auditory radiation,ar,substructure,4,835,AllenCCF-Ontology-2017-896
AllenCCF-Annotation-2020-102,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,97,112364,0.11236400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-102,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,97,112364,0.11236400000000002,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-102,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,97,112364,0.11236400000000002,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-102,AllenCCF-Ontology-2017-760,AllenCCF-Ontology-2017-STRU,97,112364,0.11236400000000002,#CCCCCC,204,204,204,cerebral nuclei related,epsc,structure,3,352,AllenCCF-Ontology-2017-1000
AllenCCF-Annotation-2020-102,AllenCCF-Ontology-2017-102,AllenCCF-Ontology-2017-SUBS,97,112364,0.11236400000000002,#CCCCCC,204,204,204,nigrostriatal tract,nst,substructure,4,837,AllenCCF-Ontology-2017-760
AllenCCF-Annotation-2020-1051,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1040,4,4.000000000000001e-06,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1051,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1040,4,4.000000000000001e-06,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1051,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,1040,4,4.000000000000001e-06,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1051,AllenCCF-Ontology-2017-877,AllenCCF-Ontology-2017-STRU,1040,4,4.000000000000001e-06,#CCCCCC,204,204,204,tectospinal pathway,tsp,structure,3,353,AllenCCF-Ontology-2017-1000
AllenCCF-Annotation-2020-1051,AllenCCF-Ontology-2017-1051,AllenCCF-Ontology-2017-SUBS,1040,4,4.000000000000001e-06,#CCCCCC,204,204,204,direct tectospinal pathway,tspd,substructure,4,842,AllenCCF-Ontology-2017-877
AllenCCF-Annotation-2020-1060,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1049,5998,0.005998000000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1060,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1049,5998,0.005998000000000001,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1060,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,1049,5998,0.005998000000000001,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1060,AllenCCF-Ontology-2017-877,AllenCCF-Ontology-2017-STRU,1049,5998,0.005998000000000001,#CCCCCC,204,204,204,tectospinal pathway,tsp,structure,3,353,AllenCCF-Ontology-2017-1000
AllenCCF-Annotation-2020-1060,AllenCCF-Ontology-2017-1060,AllenCCF-Ontology-2017-SUBS,1049,5998,0.005998000000000001,#CCCCCC,204,204,204,doral tegmental decussation,dtd,substructure,4,843,AllenCCF-Ontology-2017-877
AllenCCF-Annotation-2020-1043,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1032,504314,0.504314,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1043,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,1032,504314,0.504314,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1043,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,1032,504314,0.504314,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-1043,AllenCCF-Ontology-2017-877,AllenCCF-Ontology-2017-STRU,1032,504314,0.504314,#CCCCCC,204,204,204,tectospinal pathway,tsp,structure,3,353,AllenCCF-Ontology-2017-1000
AllenCCF-Annotation-2020-1043,AllenCCF-Ontology-2017-1043,AllenCCF-Ontology-2017-SUBS,1032,504314,0.504314,#CCCCCC,204,204,204,crossed tectospinal pathway,tspc,substructure,4,844,AllenCCF-Ontology-2017-877
AllenCCF-Annotation-2020-863,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,853,568490,0.56849,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-863,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,853,568490,0.56849,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-863,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,853,568490,0.56849,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
AllenCCF-Annotation-2020-863,AllenCCF-Ontology-2017-863,AllenCCF-Ontology-2017-STRU,853,568490,0.56849,#CCCCCC,204,204,204,rubrospinal tract,rust,structure,3,354,AllenCCF-Ontology-2017-1000
AllenCCF-Annotation-2020-397,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,387,37360,0.037360000000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-397,AllenCCF-Ontology-2017-1009,AllenCCF-Ontology-2017-CATE,387,37360,0.037360000000000004,#CCCCCC,204,204,204,fiber tracts,fiber tracts,category,1,2,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-397,AllenCCF-Ontology-2017-1000,AllenCCF-Ontology-2017-DIVI,387,37360,0.037360000000000004,#CCCCCC,204,204,204,extrapyramidal fiber systems,eps,division,2,18,AllenCCF-Ontology-2017-1009
