parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label
AllenCCF-Annotation-2020-312782566,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1213,223374,0.22337400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782566,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1213,223374,0.22337400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782566,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1213,223374,0.22337400000000004,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782566,AllenCCF-Ontology-2017-312782546,AllenCCF-Ontology-2017-STRU,1213,223374,0.22337400000000004,#009FAC,0,159,172,Anterior area,VISa,structure,3,39,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782566,AllenCCF-Ontology-2017-312782566,AllenCCF-Ontology-2017-SUBS,1213,223374,0.22337400000000004,#009FAC,0,159,172,"Anterior area, layer 6a",VISa6a,substructure,4,227,AllenCCF-Ontology-2017-312782546
AllenCCF-Annotation-2020-312782570,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1214,39360,0.039360000000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782570,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1214,39360,0.039360000000000006,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782570,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1214,39360,0.039360000000000006,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782570,AllenCCF-Ontology-2017-312782546,AllenCCF-Ontology-2017-STRU,1214,39360,0.039360000000000006,#009FAC,0,159,172,Anterior area,VISa,structure,3,39,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782570,AllenCCF-Ontology-2017-312782570,AllenCCF-Ontology-2017-SUBS,1214,39360,0.039360000000000006,#009FAC,0,159,172,"Anterior area, layer 6b",VISa6b,substructure,4,228,AllenCCF-Ontology-2017-312782546
AllenCCF-Annotation-2020-312782604,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1222,170740,0.17074000000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782604,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1222,170740,0.17074000000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782604,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1222,170740,0.17074000000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782604,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1222,170740,0.17074000000000003,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782604,AllenCCF-Ontology-2017-312782604,AllenCCF-Ontology-2017-SUBS,1222,170740,0.17074000000000003,#009FAC,0,159,172,"Rostrolateral area, layer 1",VISrl1,substructure,4,229,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-312782608,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1223,276390,0.27639,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782608,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1223,276390,0.27639,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782608,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1223,276390,0.27639,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782608,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1223,276390,0.27639,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782608,AllenCCF-Ontology-2017-312782608,AllenCCF-Ontology-2017-SUBS,1223,276390,0.27639,#009FAC,0,159,172,"Rostrolateral area, layer 2/3",VISrl2/3,substructure,4,230,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-312782612,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1224,146294,0.14629400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782612,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1224,146294,0.14629400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782612,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1224,146294,0.14629400000000004,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782612,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1224,146294,0.14629400000000004,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782612,AllenCCF-Ontology-2017-312782612,AllenCCF-Ontology-2017-SUBS,1224,146294,0.14629400000000004,#009FAC,0,159,172,"Rostrolateral area, layer 4",VISrl4,substructure,4,231,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-312782616,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1225,244294,0.24429400000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782616,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1225,244294,0.24429400000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782616,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1225,244294,0.24429400000000004,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782616,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1225,244294,0.24429400000000004,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782616,AllenCCF-Ontology-2017-312782616,AllenCCF-Ontology-2017-SUBS,1225,244294,0.24429400000000004,#009FAC,0,159,172,"Rostrolateral area, layer 5",VISrl5,substructure,4,232,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-312782620,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1226,151428,0.15142800000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782620,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1226,151428,0.15142800000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782620,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1226,151428,0.15142800000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782620,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1226,151428,0.15142800000000003,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782620,AllenCCF-Ontology-2017-312782620,AllenCCF-Ontology-2017-SUBS,1226,151428,0.15142800000000003,#009FAC,0,159,172,"Rostrolateral area, layer 6a",VISrl6a,substructure,4,233,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-312782624,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1227,28518,0.028518000000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-312782624,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1227,28518,0.028518000000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-312782624,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1227,28518,0.028518000000000005,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-312782624,AllenCCF-Ontology-2017-417,AllenCCF-Ontology-2017-STRU,1227,28518,0.028518000000000005,#009FAC,0,159,172,Rostrolateral visual area,VISrl,structure,3,40,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-312782624,AllenCCF-Ontology-2017-312782624,AllenCCF-Ontology-2017-SUBS,1227,28518,0.028518000000000005,#009FAC,0,159,172,"Rostrolateral area, layer 6b",VISrl6b,substructure,4,234,AllenCCF-Ontology-2017-417
AllenCCF-Annotation-2020-97,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,92,525406,0.525406,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-97,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,92,525406,0.525406,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-97,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,92,525406,0.525406,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-97,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,92,525406,0.525406,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-97,AllenCCF-Ontology-2017-97,AllenCCF-Ontology-2017-SUBS,92,525406,0.525406,#15B0B3,21,176,179,"Temporal association areas, layer 1",TEa1,substructure,4,235,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-1127,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1114,701596,0.7015960000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1127,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1114,701596,0.7015960000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1127,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1114,701596,0.7015960000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1127,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,1114,701596,0.7015960000000001,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1127,AllenCCF-Ontology-2017-1127,AllenCCF-Ontology-2017-SUBS,1114,701596,0.7015960000000001,#15B0B3,21,176,179,"Temporal association areas, layer 2/3",TEa2/3,substructure,4,236,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-234,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,227,312818,0.31281800000000004,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-234,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,227,312818,0.31281800000000004,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-234,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,227,312818,0.31281800000000004,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-234,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,227,312818,0.31281800000000004,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-234,AllenCCF-Ontology-2017-234,AllenCCF-Ontology-2017-SUBS,227,312818,0.31281800000000004,#15B0B3,21,176,179,"Temporal association areas, layer 4",TEa4,substructure,4,237,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-289,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,279,949232,0.9492320000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-289,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,279,949232,0.9492320000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-289,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,279,949232,0.9492320000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-289,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,279,949232,0.9492320000000002,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-289,AllenCCF-Ontology-2017-289,AllenCCF-Ontology-2017-SUBS,279,949232,0.9492320000000002,#15B0B3,21,176,179,"Temporal association areas, layer 5",TEa5,substructure,4,238,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-729,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,719,523472,0.523472,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-729,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,719,523472,0.523472,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-729,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,719,523472,0.523472,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-729,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,719,523472,0.523472,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-729,AllenCCF-Ontology-2017-729,AllenCCF-Ontology-2017-SUBS,719,523472,0.523472,#15B0B3,21,176,179,"Temporal association areas, layer 6a",TEa6a,substructure,4,239,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-786,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,776,89758,0.08975800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-786,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,776,89758,0.08975800000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-786,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,776,89758,0.08975800000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-786,AllenCCF-Ontology-2017-541,AllenCCF-Ontology-2017-STRU,776,89758,0.08975800000000002,#15B0B3,21,176,179,Temporal association areas,TEa,structure,3,41,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-786,AllenCCF-Ontology-2017-786,AllenCCF-Ontology-2017-SUBS,776,89758,0.08975800000000002,#15B0B3,21,176,179,"Temporal association areas, layer 6b",TEa6b,substructure,4,240,AllenCCF-Ontology-2017-541
AllenCCF-Annotation-2020-540,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,530,221266,0.22126600000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-540,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,530,221266,0.22126600000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-540,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,530,221266,0.22126600000000005,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-540,AllenCCF-Ontology-2017-922,AllenCCF-Ontology-2017-STRU,530,221266,0.22126600000000005,#0E9684,14,150,132,Perirhinal area,PERI,structure,3,42,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-540,AllenCCF-Ontology-2017-540,AllenCCF-Ontology-2017-SUBS,530,221266,0.22126600000000005,#0E9684,14,150,132,"Perirhinal area, layer 1",PERI1,substructure,4,241,AllenCCF-Ontology-2017-922
AllenCCF-Annotation-2020-888,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,878,333110,0.3331100000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-888,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,878,333110,0.3331100000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-888,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,878,333110,0.3331100000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-888,AllenCCF-Ontology-2017-922,AllenCCF-Ontology-2017-STRU,878,333110,0.3331100000000001,#0E9684,14,150,132,Perirhinal area,PERI,structure,3,42,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-888,AllenCCF-Ontology-2017-888,AllenCCF-Ontology-2017-SUBS,878,333110,0.3331100000000001,#0E9684,14,150,132,"Perirhinal area, layer 2/3",PERI2/3,substructure,4,242,AllenCCF-Ontology-2017-922
AllenCCF-Annotation-2020-692,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,682,168374,0.16837400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-692,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,682,168374,0.16837400000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-692,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,682,168374,0.16837400000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-692,AllenCCF-Ontology-2017-922,AllenCCF-Ontology-2017-STRU,682,168374,0.16837400000000002,#0E9684,14,150,132,Perirhinal area,PERI,structure,3,42,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-692,AllenCCF-Ontology-2017-692,AllenCCF-Ontology-2017-SUBS,682,168374,0.16837400000000002,#0E9684,14,150,132,"Perirhinal area, layer 5",PERI5,substructure,4,243,AllenCCF-Ontology-2017-922
AllenCCF-Annotation-2020-335,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,325,53894,0.05389400000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-335,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,325,53894,0.05389400000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-335,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,325,53894,0.05389400000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-335,AllenCCF-Ontology-2017-922,AllenCCF-Ontology-2017-STRU,325,53894,0.05389400000000001,#0E9684,14,150,132,Perirhinal area,PERI,structure,3,42,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-335,AllenCCF-Ontology-2017-335,AllenCCF-Ontology-2017-SUBS,325,53894,0.05389400000000001,#0E9684,14,150,132,"Perirhinal area, layer 6a",PERI6a,substructure,4,244,AllenCCF-Ontology-2017-922
AllenCCF-Annotation-2020-368,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,358,13148,0.013148000000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-368,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,358,13148,0.013148000000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-368,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,358,13148,0.013148000000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-368,AllenCCF-Ontology-2017-922,AllenCCF-Ontology-2017-STRU,358,13148,0.013148000000000002,#0E9684,14,150,132,Perirhinal area,PERI,structure,3,42,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-368,AllenCCF-Ontology-2017-368,AllenCCF-Ontology-2017-SUBS,358,13148,0.013148000000000002,#0E9684,14,150,132,"Perirhinal area, layer 6b",PERI6b,substructure,4,245,AllenCCF-Ontology-2017-922
AllenCCF-Annotation-2020-836,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,826,258520,0.25852,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-836,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,826,258520,0.25852,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-836,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,826,258520,0.25852,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-836,AllenCCF-Ontology-2017-895,AllenCCF-Ontology-2017-STRU,826,258520,0.25852,#0D9F91,13,159,145,Ectorhinal area,ECT,structure,3,43,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-836,AllenCCF-Ontology-2017-836,AllenCCF-Ontology-2017-SUBS,826,258520,0.25852,#0D9F91,13,159,145,Ectorhinal area/Layer 1,ECT1,substructure,4,246,AllenCCF-Ontology-2017-895
AllenCCF-Annotation-2020-427,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,417,476150,0.4761500000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-427,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,417,476150,0.4761500000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-427,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,417,476150,0.4761500000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-427,AllenCCF-Ontology-2017-895,AllenCCF-Ontology-2017-STRU,417,476150,0.4761500000000001,#0D9F91,13,159,145,Ectorhinal area,ECT,structure,3,43,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-427,AllenCCF-Ontology-2017-427,AllenCCF-Ontology-2017-SUBS,417,476150,0.4761500000000001,#0D9F91,13,159,145,Ectorhinal area/Layer 2/3,ECT2/3,substructure,4,247,AllenCCF-Ontology-2017-895
AllenCCF-Annotation-2020-988,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,978,529802,0.5298020000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-988,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,978,529802,0.5298020000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-988,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,978,529802,0.5298020000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
